Date,Product,Category,Region,Country,City,Budget,Actuals,Channel,Quarter,Month
2025-04-06,Interactive Course Content,Educational Content,North America,United States,Dallas,164738,142774,Mobile App,2025-Q2,2025-04
2025-04-07,Exam Proctoring System,Assessment Tools,Europe,France,Marseille,143566,113642,Online,2025-Q2,2025-04
2025-04-09,Online Learning Platform,Training Programs,Europe,Germany,Berlin,144676,103958,Retail,2025-Q2,2025-04
2025-04-09,Educational Video Series,Educational Content,North America,United States,Philadelphia,160536,209635,Wholesale,2025-Q2,2025-04
2025-04-09,Corporate Training Program,Educational Content,Europe,Germany,Munich,183727,149747,Retail,2025-Q2,2025-04
2025-04-10,Corporate Training Program,Assessment Tools,Asia Pacific,Singapore,Northeast,96018,95025,Mobile App,2025-Q2,2025-04
2025-04-10,Library Management System,Learning Management,Europe,Germany,Frankfurt,210133,151056,Direct Sales,2025-Q2,2025-04
2025-04-10,Language Learning App,Assessment Tools,Europe,United Kingdom,Edinburgh,96712,99028,Partner,2025-Q2,2025-04
2025-04-10,Academic Research Database,Learning Management,Asia Pacific,Japan,Kyoto,259492,217813,Direct Sales,2025-Q2,2025-04
2025-04-10,Language Learning App,Learning Management,Asia Pacific,Australia,Sydney,187113,161385,Direct Sales,2025-Q2,2025-04
2025-04-10,Educational Video Series,Training Programs,Asia Pacific,Singapore,Central,205798,213142,Partner,2025-Q2,2025-04
2025-04-11,Language Learning App,Research Platforms,Europe,France,Paris,185500,177052,Online,2025-Q2,2025-04
2025-04-11,Language Learning App,Assessment Tools,Europe,Germany,Berlin,267299,305333,Online,2025-Q2,2025-04
2025-04-12,Library Management System,Training Programs,North America,Canada,Ottawa,180299,215186,Online,2025-Q2,2025-04
2025-04-13,Educational Video Series,Learning Management,Asia Pacific,Japan,Kawasaki,102259,125171,Wholesale,2025-Q2,2025-04
2025-04-13,Language Learning App,Educational Content,Asia Pacific,Singapore,Northeast,143120,134290,Online,2025-Q2,2025-04
2025-04-14,Student Assessment Tool,Assessment Tools,Europe,United Kingdom,Cardiff,172541,235800,Mobile App,2025-Q2,2025-04
2025-04-15,Corporate Training Program,Educational Content,Europe,Germany,Leipzig,190535,192902,Partner,2025-Q2,2025-04
2025-04-15,Educational Analytics Platform,Educational Content,North America,Mexico,León,75783,75936,Wholesale,2025-Q2,2025-04
2025-04-15,Exam Proctoring System,Learning Management,Asia Pacific,Japan,Yokohama,205141,184163,Online,2025-Q2,2025-04
2025-04-16,Exam Proctoring System,Training Programs,North America,United States,Dallas,151632,192122,Partner,2025-Q2,2025-04
2025-04-17,Skills Training Workshop,Research Platforms,Asia Pacific,Singapore,East,221577,209102,Direct Sales,2025-Q2,2025-04
2025-04-18,Educational Analytics Platform,Learning Management,North America,Canada,Winnipeg,255331,303057,Direct Sales,2025-Q2,2025-04
2025-04-19,Exam Proctoring System,Learning Management,Europe,France,Lyon,122725,107744,Retail,2025-Q2,2025-04
2025-04-19,Educational Analytics Platform,Learning Management,Asia Pacific,Japan,Nagoya,94627,103061,Partner,2025-Q2,2025-04
2025-04-20,Educational Analytics Platform,Learning Management,Europe,Germany,Hamburg,165267,192459,Direct Sales,2025-Q2,2025-04
2025-04-20,Academic Research Database,Training Programs,Europe,United Kingdom,Bristol,150586,129979,Retail,2025-Q2,2025-04
2025-04-20,Library Management System,Learning Management,Europe,Germany,Düsseldorf,200691,246871,Online,2025-Q2,2025-04
2025-04-20,Corporate Training Program,Training Programs,North America,United States,Dallas,255703,296687,Direct Sales,2025-Q2,2025-04
2025-04-21,Library Management System,Assessment Tools,Europe,France,Marseille,87544,78338,Partner,2025-Q2,2025-04
2025-04-21,Language Learning App,Assessment Tools,North America,Mexico,Tijuana,145589,125422,Mobile App,2025-Q2,2025-04
2025-04-21,Skills Training Workshop,Learning Management,North America,United States,San Diego,290460,205503,Partner,2025-Q2,2025-04
2025-04-22,Exam Proctoring System,Research Platforms,Asia Pacific,Japan,Sapporo,138634,138525,Online,2025-Q2,2025-04
2025-04-25,Skills Training Workshop,Educational Content,North America,Canada,Vancouver,130983,148971,Online,2025-Q2,2025-04
2025-04-25,Exam Proctoring System,Educational Content,Europe,United Kingdom,Bristol,117321,153232,Wholesale,2025-Q2,2025-04
2025-04-26,Educational Analytics Platform,Assessment Tools,Europe,Germany,Frankfurt,157006,154191,Partner,2025-Q2,2025-04
2025-04-27,Student Information System,Research Platforms,Asia Pacific,Singapore,North,139338,143854,Wholesale,2025-Q2,2025-04
2025-04-27,Language Learning App,Research Platforms,Europe,United Kingdom,Leeds,158804,132759,Online,2025-Q2,2025-04
2025-04-27,Exam Proctoring System,Educational Content,Asia Pacific,Japan,Fukuoka,117944,155765,Online,2025-Q2,2025-04
2025-05-02,Educational Analytics Platform,Research Platforms,Asia Pacific,Japan,Nagoya,136231,159706,Direct Sales,2025-Q2,2025-05
2025-05-02,STEM Education Kit,Research Platforms,Europe,United Kingdom,Sheffield,158903,164845,Online,2025-Q2,2025-05
2025-05-03,Corporate Training Program,Research Platforms,North America,Mexico,Zapopan,62429,71725,Wholesale,2025-Q2,2025-05
2025-05-05,Exam Proctoring System,Training Programs,North America,Canada,Toronto,81268,75881,Wholesale,2025-Q2,2025-05
2025-05-05,Student Information System,Research Platforms,Europe,Germany,Essen,83305,110181,Mobile App,2025-Q2,2025-05
2025-05-06,Academic Research Database,Learning Management,Europe,France,Paris,155401,157823,Wholesale,2025-Q2,2025-05
2025-05-06,Corporate Training Program,Learning Management,Asia Pacific,Japan,Osaka,267977,232277,Direct Sales,2025-Q2,2025-05
2025-05-07,Online Learning Platform,Training Programs,Asia Pacific,Singapore,North,196121,227577,Retail,2025-Q2,2025-05
2025-05-08,Skills Training Workshop,Learning Management,Asia Pacific,Singapore,Northeast,170104,141208,Wholesale,2025-Q2,2025-05
2025-05-08,Student Assessment Tool,Learning Management,North America,United States,Philadelphia,150459,165972,Online,2025-Q2,2025-05
2025-05-08,STEM Education Kit,Assessment Tools,Asia Pacific,Singapore,North,79681,70127,Wholesale,2025-Q2,2025-05
2025-05-08,Language Learning App,Assessment Tools,Europe,Germany,Hamburg,241267,248532,Direct Sales,2025-Q2,2025-05
2025-05-09,Student Information System,Learning Management,Europe,United Kingdom,Sheffield,156494,116404,Partner,2025-Q2,2025-05
2025-05-09,Academic Research Database,Research Platforms,Europe,United Kingdom,Birmingham,88157,83746,Wholesale,2025-Q2,2025-05
2025-05-10,Library Management System,Training Programs,North America,Canada,Ottawa,236974,294052,Online,2025-Q2,2025-05
2025-05-10,Academic Research Database,Research Platforms,Asia Pacific,Australia,Brisbane,78874,80785,Wholesale,2025-Q2,2025-05
2025-05-11,Educational Video Series,Training Programs,North America,Mexico,León,158873,220230,Mobile App,2025-Q2,2025-05
2025-05-11,Educational Analytics Platform,Educational Content,North America,United States,San Jose,193099,259248,Wholesale,2025-Q2,2025-05
2025-05-12,Student Assessment Tool,Educational Content,North America,United States,Chicago,214188,213858,Partner,2025-Q2,2025-05
2025-05-12,Virtual Classroom Software,Learning Management,North America,Mexico,Juárez,98493,132872,Wholesale,2025-Q2,2025-05
2025-05-12,Professional Certification Program,Training Programs,Europe,Germany,Frankfurt,55820,58971,Wholesale,2025-Q2,2025-05
2025-05-13,Student Assessment Tool,Research Platforms,Europe,France,Lyon,141474,148529,Retail,2025-Q2,2025-05
2025-05-13,Academic Research Database,Training Programs,Asia Pacific,Japan,Kobe,140574,109814,Partner,2025-Q2,2025-05
2025-05-13,Student Assessment Tool,Assessment Tools,Europe,France,Lille,130960,93241,Online,2025-Q2,2025-05
2025-05-14,Student Information System,Training Programs,Asia Pacific,Japan,Osaka,99924,130390,Wholesale,2025-Q2,2025-05
2025-05-14,Exam Proctoring System,Learning Management,Asia Pacific,Japan,Kyoto,217033,241035,Online,2025-Q2,2025-05
2025-05-14,Language Learning App,Training Programs,Europe,France,Lyon,150938,151590,Retail,2025-Q2,2025-05
2025-05-14,Library Management System,Educational Content,North America,Canada,Winnipeg,113422,152727,Retail,2025-Q2,2025-05
2025-05-15,STEM Education Kit,Research Platforms,Europe,United Kingdom,Leeds,82158,73386,Retail,2025-Q2,2025-05
2025-05-16,Language Learning App,Training Programs,Asia Pacific,Japan,Osaka,90574,101640,Partner,2025-Q2,2025-05
2025-05-16,Educational Video Series,Assessment Tools,North America,United States,Phoenix,132221,111411,Direct Sales,2025-Q2,2025-05
2025-05-17,Virtual Classroom Software,Research Platforms,North America,Canada,Mississauga,251238,183471,Direct Sales,2025-Q2,2025-05
2025-05-17,STEM Education Kit,Research Platforms,Asia Pacific,Japan,Yokohama,79846,107890,Partner,2025-Q2,2025-05
2025-05-17,Virtual Classroom Software,Learning Management,Europe,United Kingdom,Manchester,227592,246731,Partner,2025-Q2,2025-05
2025-05-18,STEM Education Kit,Learning Management,Europe,Germany,Frankfurt,168416,147960,Wholesale,2025-Q2,2025-05
2025-05-18,STEM Education Kit,Learning Management,Europe,France,Strasbourg,93202,71885,Wholesale,2025-Q2,2025-05
2025-05-18,Online Learning Platform,Research Platforms,Europe,France,Toulouse,217426,258308,Mobile App,2025-Q2,2025-05
2025-05-18,Exam Proctoring System,Educational Content,Europe,France,Strasbourg,279868,307329,Partner,2025-Q2,2025-05
2025-05-18,Interactive Course Content,Educational Content,Asia Pacific,Japan,Sapporo,156106,130495,Mobile App,2025-Q2,2025-05
2025-05-20,Virtual Classroom Software,Training Programs,Asia Pacific,Singapore,Northeast,103673,91030,Partner,2025-Q2,2025-05
2025-05-20,Academic Research Database,Learning Management,North America,Mexico,Puebla,157650,151927,Wholesale,2025-Q2,2025-05
2025-05-21,STEM Education Kit,Educational Content,Europe,Germany,Stuttgart,123151,139422,Direct Sales,2025-Q2,2025-05
2025-05-22,Library Management System,Learning Management,Asia Pacific,Singapore,Central,118245,83498,Retail,2025-Q2,2025-05
2025-05-22,Language Learning App,Assessment Tools,Asia Pacific,Singapore,North,95622,104452,Retail,2025-Q2,2025-05
2025-05-24,Library Management System,Training Programs,Asia Pacific,Singapore,East,150546,117942,Online,2025-Q2,2025-05
2025-05-24,STEM Education Kit,Assessment Tools,Asia Pacific,Singapore,West,207393,205125,Direct Sales,2025-Q2,2025-05
2025-05-26,Corporate Training Program,Assessment Tools,Europe,United Kingdom,Cardiff,158651,202063,Retail,2025-Q2,2025-05
2025-05-27,Academic Research Database,Training Programs,Asia Pacific,Australia,Perth,207770,220243,Retail,2025-Q2,2025-05
2025-05-28,Professional Certification Program,Training Programs,North America,United States,San Jose,254567,285704,Direct Sales,2025-Q2,2025-05
2025-05-28,Online Learning Platform,Research Platforms,North America,Mexico,Puebla,143448,145243,Mobile App,2025-Q2,2025-05
2025-06-01,Student Information System,Learning Management,Asia Pacific,Australia,Wollongong,131638,92500,Direct Sales,2025-Q2,2025-06
2025-06-01,Student Assessment Tool,Learning Management,Europe,United Kingdom,Leeds,147406,167945,Online,2025-Q2,2025-06
2025-06-01,Skills Training Workshop,Training Programs,North America,United States,San Jose,202485,183313,Retail,2025-Q2,2025-06
2025-06-02,Language Learning App,Educational Content,Asia Pacific,Singapore,West,234006,185490,Direct Sales,2025-Q2,2025-06
2025-06-02,Skills Training Workshop,Assessment Tools,Asia Pacific,Australia,Wollongong,86153,116099,Retail,2025-Q2,2025-06
2025-06-02,Educational Analytics Platform,Research Platforms,Europe,United Kingdom,Liverpool,130190,123585,Mobile App,2025-Q2,2025-06
2025-06-06,Student Assessment Tool,Learning Management,North America,Canada,Quebec City,174018,195761,Wholesale,2025-Q2,2025-06
2025-06-07,Library Management System,Research Platforms,Asia Pacific,Australia,Sydney,75975,92897,Retail,2025-Q2,2025-06
2025-06-08,Virtual Classroom Software,Training Programs,Europe,United Kingdom,Liverpool,147538,109248,Partner,2025-Q2,2025-06
2025-06-08,Educational Analytics Platform,Training Programs,Europe,United Kingdom,Edinburgh,81757,76375,Mobile App,2025-Q2,2025-06
2025-06-08,Interactive Course Content,Assessment Tools,Europe,France,Nantes,100708,117462,Retail,2025-Q2,2025-06
2025-06-10,STEM Education Kit,Assessment Tools,North America,United States,San Diego,238480,248959,Online,2025-Q2,2025-06
2025-06-12,Professional Certification Program,Research Platforms,Europe,Germany,Stuttgart,90878,103302,Partner,2025-Q2,2025-06
2025-06-12,Educational Analytics Platform,Research Platforms,North America,United States,New York,81144,64242,Online,2025-Q2,2025-06
2025-06-12,STEM Education Kit,Training Programs,North America,Mexico,Guadalajara,305155,396604,Partner,2025-Q2,2025-06
2025-06-13,Skills Training Workshop,Research Platforms,North America,Canada,Quebec City,205563,247046,Wholesale,2025-Q2,2025-06
2025-06-13,Student Information System,Training Programs,North America,United States,Phoenix,306454,300774,Retail,2025-Q2,2025-06
2025-06-13,STEM Education Kit,Research Platforms,Europe,France,Nantes,94772,130825,Mobile App,2025-Q2,2025-06
2025-06-14,Professional Certification Program,Training Programs,North America,United States,San Diego,113093,135480,Direct Sales,2025-Q2,2025-06
2025-06-14,Student Assessment Tool,Educational Content,Asia Pacific,Australia,Sydney,226771,265800,Direct Sales,2025-Q2,2025-06
2025-06-15,Language Learning App,Training Programs,Europe,France,Strasbourg,213899,262060,Online,2025-Q2,2025-06
2025-06-15,Professional Certification Program,Research Platforms,Europe,Germany,Leipzig,108968,146002,Retail,2025-Q2,2025-06
2025-06-15,Exam Proctoring System,Training Programs,Europe,France,Paris,114258,98761,Online,2025-Q2,2025-06
2025-06-16,Professional Certification Program,Educational Content,Europe,United Kingdom,Cardiff,112348,145172,Online,2025-Q2,2025-06
2025-06-16,Academic Research Database,Training Programs,North America,Canada,Calgary,206665,158885,Online,2025-Q2,2025-06
2025-06-16,Academic Research Database,Assessment Tools,Europe,Germany,Dortmund,77586,105805,Wholesale,2025-Q2,2025-06
2025-06-17,STEM Education Kit,Assessment Tools,North America,Canada,Ottawa,252787,250615,Retail,2025-Q2,2025-06
2025-06-17,Academic Research Database,Learning Management,North America,Canada,Edmonton,203849,206083,Mobile App,2025-Q2,2025-06
2025-06-17,Student Information System,Learning Management,North America,United States,San Jose,238163,270939,Wholesale,2025-Q2,2025-06
2025-06-17,Skills Training Workshop,Educational Content,Europe,Germany,Essen,332206,232807,Direct Sales,2025-Q2,2025-06
2025-06-18,Language Learning App,Research Platforms,Europe,France,Lille,156166,143951,Mobile App,2025-Q2,2025-06
2025-06-18,Student Information System,Training Programs,Europe,United Kingdom,Glasgow,74400,62537,Mobile App,2025-Q2,2025-06
2025-06-19,Exam Proctoring System,Assessment Tools,Europe,United Kingdom,Sheffield,153670,200642,Partner,2025-Q2,2025-06
2025-06-19,Exam Proctoring System,Assessment Tools,Asia Pacific,Singapore,East,151494,110051,Partner,2025-Q2,2025-06
2025-06-20,Language Learning App,Educational Content,Asia Pacific,Singapore,Northeast,219991,235703,Partner,2025-Q2,2025-06
2025-06-21,Online Learning Platform,Assessment Tools,Europe,France,Lyon,155943,166955,Direct Sales,2025-Q2,2025-06
2025-06-21,Academic Research Database,Learning Management,Europe,Germany,Hamburg,217291,243493,Retail,2025-Q2,2025-06
2025-06-22,STEM Education Kit,Training Programs,Asia Pacific,Japan,Nagoya,260277,236743,Partner,2025-Q2,2025-06
2025-06-22,Corporate Training Program,Learning Management,Europe,Germany,Berlin,86806,68246,Partner,2025-Q2,2025-06
2025-06-22,Corporate Training Program,Assessment Tools,Europe,France,Lyon,147476,154971,Direct Sales,2025-Q2,2025-06
2025-06-22,Exam Proctoring System,Educational Content,North America,Canada,Montreal,97180,122887,Online,2025-Q2,2025-06
2025-06-23,Exam Proctoring System,Training Programs,Europe,United Kingdom,Glasgow,243930,215599,Partner,2025-Q2,2025-06
2025-06-23,Library Management System,Assessment Tools,Europe,France,Lyon,193975,167698,Direct Sales,2025-Q2,2025-06
2025-06-24,Language Learning App,Training Programs,Asia Pacific,Australia,Brisbane,108790,143912,Online,2025-Q2,2025-06
2025-06-24,Educational Video Series,Educational Content,North America,Mexico,León,66226,69323,Wholesale,2025-Q2,2025-06
2025-06-25,Library Management System,Learning Management,North America,Mexico,Zapopan,130549,156215,Direct Sales,2025-Q2,2025-06
2025-06-26,Exam Proctoring System,Educational Content,Asia Pacific,Singapore,East,88455,92293,Wholesale,2025-Q2,2025-06
2025-06-28,Academic Research Database,Educational Content,Europe,France,Bordeaux,179722,192693,Wholesale,2025-Q2,2025-06
2025-06-28,Educational Video Series,Learning Management,Asia Pacific,Australia,Melbourne,82745,88413,Wholesale,2025-Q2,2025-06
2025-06-28,Academic Research Database,Learning Management,North America,Mexico,Nezahualcóyotl,159995,147544,Retail,2025-Q2,2025-06
