Date,Product,Category,Region,Country,City,Budget,Actuals,Channel,Quarter,Month
2025-01-02,Real Estate CRM Platform,Construction Services,North America,United States,Dallas,267272,308188,Online,2025-Q1,2025-01
2025-01-02,Construction Project Management,Investment Properties,Europe,Germany,Essen,149625,189992,Online,2025-Q1,2025-01
2025-01-02,Property Listing Platform,Property Management,North America,Canada,Vancouver,153149,136128,Online,2025-Q1,2025-01
2025-01-02,Real Estate CRM Platform,Facility Management,North America,Canada,Vancouver,150345,113806,Mobile App,2025-Q1,2025-01
2025-01-02,Tenant Screening Service,Investment Properties,North America,Mexico,Nezahualcóyotl,259409,307685,Retail,2025-Q1,2025-01
2025-01-03,Property Listing Platform,Construction Services,North America,United States,Phoenix,318228,310332,Direct Sales,2025-Q1,2025-01
2025-01-03,Real Estate CRM Platform,Construction Services,Europe,Germany,Hamburg,200455,180002,Wholesale,2025-Q1,2025-01
2025-01-03,Construction Equipment Rental,Facility Management,Europe,France,Lille,212456,217215,Retail,2025-Q1,2025-01
2025-01-03,Construction Equipment Rental,Construction Services,Asia Pacific,Japan,Tokyo,195964,151450,Online,2025-Q1,2025-01
2025-01-03,Tenant Screening Service,Facility Management,Asia Pacific,Singapore,West,147669,194676,Direct Sales,2025-Q1,2025-01
2025-01-03,Tenant Screening Service,Investment Properties,Asia Pacific,Singapore,North,196813,265006,Retail,2025-Q1,2025-01
2025-01-03,Property Valuation Service,Construction Services,North America,United States,Dallas,128512,118287,Retail,2025-Q1,2025-01
2025-01-03,Tenant Screening Service,Construction Services,Europe,United Kingdom,Manchester,323782,404864,Direct Sales,2025-Q1,2025-01
2025-01-03,Property Management Software,Real Estate Technology,Europe,France,Lille,179075,158854,Direct Sales,2025-Q1,2025-01
2025-01-03,Commercial Property Investment,Construction Services,Europe,United Kingdom,Edinburgh,224545,162926,Retail,2025-Q1,2025-01
2025-01-03,Lease Management System,Property Management,Asia Pacific,Australia,Adelaide,157097,157619,Retail,2025-Q1,2025-01
2025-01-03,Property Listing Platform,Construction Services,North America,Mexico,Zapopan,251583,349850,Online,2025-Q1,2025-01
2025-01-03,Tenant Screening Service,Investment Properties,Asia Pacific,Singapore,East,173418,180528,Online,2025-Q1,2025-01
2025-01-03,Property Valuation Service,Facility Management,Europe,Germany,Munich,133072,99822,Online,2025-Q1,2025-01
2025-01-03,Smart Building System,Construction Services,North America,Mexico,Guadalajara,146558,122988,Direct Sales,2025-Q1,2025-01
2025-01-03,Lease Management System,Real Estate Technology,Asia Pacific,Japan,Osaka,79984,87723,Mobile App,2025-Q1,2025-01
2025-01-04,Construction Equipment Rental,Facility Management,Asia Pacific,Singapore,Central,296795,380503,Direct Sales,2025-Q1,2025-01
2025-01-04,Real Estate CRM Platform,Investment Properties,North America,Mexico,Zapopan,319955,274962,Retail,2025-Q1,2025-01
2025-01-04,Building Design Software,Property Management,Asia Pacific,Japan,Sapporo,133341,148643,Retail,2025-Q1,2025-01
2025-01-04,Lease Management System,Construction Services,Europe,United Kingdom,Glasgow,130334,164702,Mobile App,2025-Q1,2025-01
2025-01-04,Energy Management Solution,Facility Management,Europe,Germany,Stuttgart,237451,227418,Retail,2025-Q1,2025-01
2025-01-04,Property Management Software,Construction Services,Europe,Germany,Munich,259233,349966,Retail,2025-Q1,2025-01
2025-01-04,Smart Building System,Facility Management,North America,United States,San Diego,152418,171845,Direct Sales,2025-Q1,2025-01
2025-01-04,Building Design Software,Investment Properties,North America,Mexico,Guadalajara,157241,111792,Partner,2025-Q1,2025-01
2025-01-04,Building Design Software,Facility Management,Europe,France,Nantes,139921,109823,Mobile App,2025-Q1,2025-01
2025-01-04,Commercial Property Investment,Real Estate Technology,Europe,Germany,Hamburg,168205,151439,Wholesale,2025-Q1,2025-01
2025-01-04,Building Design Software,Facility Management,Asia Pacific,Singapore,Northeast,145288,136437,Mobile App,2025-Q1,2025-01
2025-01-04,Real Estate CRM Platform,Investment Properties,North America,Mexico,Puebla,137596,114685,Partner,2025-Q1,2025-01
2025-01-04,Lease Management System,Facility Management,Asia Pacific,Singapore,East,269119,311731,Direct Sales,2025-Q1,2025-01
2025-01-04,Commercial Property Investment,Real Estate Technology,Europe,Germany,Hamburg,83295,91515,Partner,2025-Q1,2025-01
2025-01-04,Tenant Screening Service,Property Management,Europe,United Kingdom,Leeds,136052,176645,Mobile App,2025-Q1,2025-01
2025-01-04,Property Management Software,Real Estate Technology,North America,United States,San Antonio,292841,205818,Retail,2025-Q1,2025-01
2025-01-04,Property Management Software,Real Estate Technology,North America,Mexico,Juárez,215745,208057,Wholesale,2025-Q1,2025-01
2025-01-04,Virtual Property Tours,Property Management,North America,Canada,Toronto,201092,145786,Retail,2025-Q1,2025-01
2025-01-05,Commercial Property Investment,Property Management,North America,Mexico,Zapopan,162341,202274,Wholesale,2025-Q1,2025-01
2025-01-05,Real Estate Analytics Tool,Construction Services,Europe,Germany,Leipzig,122663,133230,Retail,2025-Q1,2025-01
2025-01-05,Tenant Screening Service,Property Management,Asia Pacific,Singapore,West,54114,55831,Wholesale,2025-Q1,2025-01
2025-01-05,Property Valuation Service,Investment Properties,Europe,France,Nice,199639,155375,Retail,2025-Q1,2025-01
2025-01-05,Commercial Property Investment,Construction Services,Asia Pacific,Singapore,East,111627,105522,Retail,2025-Q1,2025-01
2025-01-05,Real Estate CRM Platform,Construction Services,Asia Pacific,Japan,Osaka,204254,231483,Retail,2025-Q1,2025-01
2025-01-05,Energy Management Solution,Construction Services,Europe,France,Toulouse,103314,94150,Partner,2025-Q1,2025-01
2025-01-05,Property Valuation Service,Property Management,North America,United States,San Antonio,106468,90780,Partner,2025-Q1,2025-01
2025-01-05,Construction Project Management,Real Estate Technology,North America,Mexico,Zapopan,171263,171077,Partner,2025-Q1,2025-01
2025-01-05,Energy Management Solution,Property Management,North America,Canada,Toronto,318372,310597,Direct Sales,2025-Q1,2025-01
2025-01-05,Facility Maintenance Service,Facility Management,North America,Canada,Hamilton,96965,116242,Mobile App,2025-Q1,2025-01
2025-01-05,Property Valuation Service,Property Management,Europe,United Kingdom,Manchester,103059,91554,Retail,2025-Q1,2025-01
2025-01-05,Facility Maintenance Service,Real Estate Technology,Europe,Germany,Stuttgart,166742,141235,Direct Sales,2025-Q1,2025-01
2025-01-05,Property Listing Platform,Real Estate Technology,North America,Mexico,Chihuahua,129565,135849,Retail,2025-Q1,2025-01
2025-01-05,Construction Equipment Rental,Investment Properties,Europe,United Kingdom,Cardiff,196806,183264,Online,2025-Q1,2025-01
2025-01-05,Virtual Property Tours,Property Management,North America,Canada,Winnipeg,230518,268765,Retail,2025-Q1,2025-01
2025-01-05,Property Management Software,Construction Services,Asia Pacific,Japan,Kobe,190674,217099,Retail,2025-Q1,2025-01
2025-01-05,Building Design Software,Investment Properties,Asia Pacific,Australia,Wollongong,97399,128335,Direct Sales,2025-Q1,2025-01
2025-01-05,Virtual Property Tours,Real Estate Technology,North America,United States,Phoenix,119661,135579,Mobile App,2025-Q1,2025-01
2025-01-06,Facility Maintenance Service,Property Management,North America,Canada,Ottawa,170113,151497,Partner,2025-Q1,2025-01
2025-01-06,Real Estate CRM Platform,Facility Management,Europe,Germany,Düsseldorf,200222,184471,Retail,2025-Q1,2025-01
2025-01-06,Virtual Property Tours,Investment Properties,Europe,Germany,Leipzig,89609,76885,Mobile App,2025-Q1,2025-01
2025-01-06,Facility Maintenance Service,Investment Properties,Europe,United Kingdom,Birmingham,103830,136393,Wholesale,2025-Q1,2025-01
2025-01-06,Tenant Screening Service,Construction Services,North America,Mexico,Nezahualcóyotl,152238,207614,Retail,2025-Q1,2025-01
2025-01-06,Construction Project Management,Property Management,Asia Pacific,Singapore,West,135543,157304,Mobile App,2025-Q1,2025-01
2025-01-06,Facility Maintenance Service,Construction Services,Europe,Germany,Dortmund,223664,166772,Direct Sales,2025-Q1,2025-01
2025-01-06,Energy Management Solution,Facility Management,North America,United States,Los Angeles,144506,168136,Online,2025-Q1,2025-01
2025-01-06,Lease Management System,Real Estate Technology,Europe,Germany,Düsseldorf,309004,244758,Retail,2025-Q1,2025-01
2025-01-06,Real Estate Analytics Tool,Facility Management,Asia Pacific,Australia,Melbourne,61861,81730,Retail,2025-Q1,2025-01
2025-01-06,Commercial Property Investment,Property Management,Europe,Germany,Stuttgart,181473,167301,Wholesale,2025-Q1,2025-01
2025-01-06,Facility Maintenance Service,Investment Properties,North America,Mexico,Guadalajara,106150,137075,Wholesale,2025-Q1,2025-01
2025-01-06,Real Estate CRM Platform,Real Estate Technology,Asia Pacific,Singapore,West,60830,47747,Wholesale,2025-Q1,2025-01
2025-01-06,Real Estate Analytics Tool,Investment Properties,Asia Pacific,Australia,Wollongong,76844,68190,Mobile App,2025-Q1,2025-01
2025-01-06,Energy Management Solution,Real Estate Technology,Europe,Germany,Frankfurt,292616,218361,Online,2025-Q1,2025-01
2025-01-07,Real Estate CRM Platform,Real Estate Technology,Europe,United Kingdom,Birmingham,208113,239030,Retail,2025-Q1,2025-01
2025-01-07,Property Listing Platform,Real Estate Technology,Europe,Germany,Stuttgart,96781,105935,Mobile App,2025-Q1,2025-01
2025-01-07,Property Management Software,Facility Management,North America,Canada,Winnipeg,236220,187101,Online,2025-Q1,2025-01
2025-01-07,Construction Project Management,Construction Services,Europe,Germany,Dortmund,79187,88424,Wholesale,2025-Q1,2025-01
2025-01-07,Smart Building System,Construction Services,Europe,France,Paris,186253,159420,Direct Sales,2025-Q1,2025-01
2025-01-07,Virtual Property Tours,Facility Management,Asia Pacific,Japan,Kobe,82329,61870,Online,2025-Q1,2025-01
2025-01-07,Lease Management System,Investment Properties,North America,United States,Dallas,333578,269639,Retail,2025-Q1,2025-01
2025-01-07,Tenant Screening Service,Real Estate Technology,North America,Canada,Hamilton,171747,125695,Direct Sales,2025-Q1,2025-01
2025-01-07,Energy Management Solution,Facility Management,Europe,Germany,Düsseldorf,166916,145625,Retail,2025-Q1,2025-01
2025-01-07,Property Listing Platform,Construction Services,North America,Canada,Ottawa,249221,247607,Retail,2025-Q1,2025-01
2025-01-07,Tenant Screening Service,Property Management,North America,Canada,Hamilton,115047,159936,Partner,2025-Q1,2025-01
2025-01-07,Tenant Screening Service,Property Management,Asia Pacific,Australia,Canberra,83868,91711,Mobile App,2025-Q1,2025-01
2025-01-07,Facility Maintenance Service,Facility Management,North America,United States,Philadelphia,281048,367927,Retail,2025-Q1,2025-01
2025-01-07,Energy Management Solution,Construction Services,Europe,Germany,Düsseldorf,147210,136898,Wholesale,2025-Q1,2025-01
2025-01-07,Facility Maintenance Service,Real Estate Technology,Asia Pacific,Australia,Sunshine Coast,215910,154209,Partner,2025-Q1,2025-01
2025-01-07,Energy Management Solution,Property Management,Asia Pacific,Singapore,East,114519,121242,Partner,2025-Q1,2025-01
2025-01-07,Construction Project Management,Facility Management,North America,United States,Dallas,131028,118427,Wholesale,2025-Q1,2025-01
2025-01-08,Commercial Property Investment,Construction Services,Asia Pacific,Singapore,North,78002,88392,Mobile App,2025-Q1,2025-01
2025-01-08,Real Estate Analytics Tool,Construction Services,North America,Mexico,Chihuahua,127262,100913,Retail,2025-Q1,2025-01
2025-01-08,Tenant Screening Service,Property Management,Europe,Germany,Berlin,154317,153668,Partner,2025-Q1,2025-01
2025-01-08,Energy Management Solution,Facility Management,North America,United States,New York,101781,141205,Wholesale,2025-Q1,2025-01
2025-01-08,Energy Management Solution,Facility Management,North America,Mexico,Nezahualcóyotl,325547,433176,Direct Sales,2025-Q1,2025-01
2025-01-08,Lease Management System,Construction Services,Asia Pacific,Japan,Osaka,113922,113611,Direct Sales,2025-Q1,2025-01
2025-01-08,Energy Management Solution,Property Management,Europe,France,Nice,128442,148158,Retail,2025-Q1,2025-01
2025-01-08,Property Management Software,Construction Services,Asia Pacific,Japan,Kyoto,115347,82571,Partner,2025-Q1,2025-01
2025-01-08,Construction Equipment Rental,Facility Management,North America,United States,New York,198691,173778,Retail,2025-Q1,2025-01
2025-01-08,Construction Project Management,Construction Services,Europe,United Kingdom,Glasgow,296514,245297,Direct Sales,2025-Q1,2025-01
2025-01-08,Property Valuation Service,Property Management,Asia Pacific,Singapore,West,108619,149390,Retail,2025-Q1,2025-01
2025-01-08,Construction Equipment Rental,Property Management,Asia Pacific,Australia,Perth,61916,70225,Mobile App,2025-Q1,2025-01
2025-01-08,Tenant Screening Service,Investment Properties,Europe,United Kingdom,Bristol,79028,95658,Partner,2025-Q1,2025-01
2025-01-08,Property Valuation Service,Construction Services,Europe,United Kingdom,Liverpool,265033,187494,Direct Sales,2025-Q1,2025-01
2025-01-08,Property Management Software,Investment Properties,Europe,France,Strasbourg,225120,307283,Retail,2025-Q1,2025-01
2025-01-08,Construction Equipment Rental,Real Estate Technology,Asia Pacific,Singapore,East,99129,125098,Direct Sales,2025-Q1,2025-01
2025-01-08,Construction Equipment Rental,Construction Services,Europe,Germany,Stuttgart,90952,101120,Mobile App,2025-Q1,2025-01
2025-01-08,Tenant Screening Service,Investment Properties,Europe,United Kingdom,Liverpool,230670,221562,Partner,2025-Q1,2025-01
2025-01-09,Construction Project Management,Construction Services,Europe,France,Nice,166819,187620,Online,2025-Q1,2025-01
2025-01-09,Building Design Software,Real Estate Technology,North America,United States,San Antonio,253454,270211,Online,2025-Q1,2025-01
2025-01-09,Construction Project Management,Real Estate Technology,North America,Mexico,Nezahualcóyotl,233681,222829,Direct Sales,2025-Q1,2025-01
2025-01-09,Real Estate Analytics Tool,Investment Properties,Asia Pacific,Japan,Kawasaki,61624,76168,Online,2025-Q1,2025-01
2025-01-09,Virtual Property Tours,Real Estate Technology,North America,Canada,Toronto,97815,119157,Online,2025-Q1,2025-01
2025-01-09,Real Estate Analytics Tool,Construction Services,Europe,United Kingdom,Manchester,150574,173154,Online,2025-Q1,2025-01
2025-01-09,Facility Maintenance Service,Construction Services,Asia Pacific,Australia,Brisbane,82434,88270,Wholesale,2025-Q1,2025-01
2025-01-09,Tenant Screening Service,Real Estate Technology,North America,United States,San Antonio,199363,271308,Direct Sales,2025-Q1,2025-01
2025-01-09,Virtual Property Tours,Facility Management,North America,Mexico,León,91964,127606,Mobile App,2025-Q1,2025-01
2025-01-09,Lease Management System,Facility Management,Europe,United Kingdom,Cardiff,221555,293622,Retail,2025-Q1,2025-01
2025-01-09,Commercial Property Investment,Real Estate Technology,Asia Pacific,Australia,Canberra,149313,179787,Online,2025-Q1,2025-01
2025-01-09,Property Valuation Service,Real Estate Technology,Asia Pacific,Singapore,West,139801,157994,Wholesale,2025-Q1,2025-01
2025-01-09,Energy Management Solution,Real Estate Technology,North America,Mexico,Mexico City,175208,226768,Wholesale,2025-Q1,2025-01
2025-01-09,Real Estate Analytics Tool,Investment Properties,Europe,United Kingdom,Glasgow,75148,61924,Partner,2025-Q1,2025-01
2025-01-09,Building Design Software,Construction Services,Europe,Germany,Frankfurt,103011,77467,Online,2025-Q1,2025-01
2025-01-09,Real Estate CRM Platform,Investment Properties,North America,Mexico,Puebla,308814,254194,Direct Sales,2025-Q1,2025-01
2025-01-09,Construction Equipment Rental,Real Estate Technology,North America,United States,Houston,287039,290424,Mobile App,2025-Q1,2025-01
2025-01-09,Tenant Screening Service,Facility Management,Europe,France,Strasbourg,165324,206096,Mobile App,2025-Q1,2025-01
2025-01-09,Real Estate CRM Platform,Property Management,North America,United States,Dallas,211862,154228,Partner,2025-Q1,2025-01
2025-01-09,Real Estate Analytics Tool,Property Management,Asia Pacific,Australia,Gold Coast,270630,293578,Direct Sales,2025-Q1,2025-01
2025-01-09,Tenant Screening Service,Investment Properties,Europe,Germany,Stuttgart,221559,220865,Partner,2025-Q1,2025-01
2025-01-09,Property Management Software,Facility Management,Europe,Germany,Frankfurt,100369,117556,Partner,2025-Q1,2025-01
2025-01-09,Construction Project Management,Facility Management,Asia Pacific,Australia,Wollongong,260084,258299,Direct Sales,2025-Q1,2025-01
2025-01-10,Energy Management Solution,Facility Management,Asia Pacific,Australia,Wollongong,112306,120451,Direct Sales,2025-Q1,2025-01
2025-01-10,Virtual Property Tours,Real Estate Technology,Asia Pacific,Singapore,Northeast,190870,147662,Mobile App,2025-Q1,2025-01
2025-01-10,Tenant Screening Service,Real Estate Technology,Asia Pacific,Singapore,West,294724,287454,Direct Sales,2025-Q1,2025-01
2025-01-10,Lease Management System,Construction Services,Europe,United Kingdom,Liverpool,101348,97799,Partner,2025-Q1,2025-01
2025-01-10,Property Management Software,Investment Properties,North America,United States,San Diego,207251,227473,Retail,2025-Q1,2025-01
2025-01-10,Property Listing Platform,Construction Services,Asia Pacific,Japan,Nagoya,84771,67888,Mobile App,2025-Q1,2025-01
2025-01-10,Smart Building System,Property Management,North America,Canada,Winnipeg,182106,211214,Online,2025-Q1,2025-01
2025-01-10,Energy Management Solution,Investment Properties,Europe,France,Montpellier,216997,162887,Mobile App,2025-Q1,2025-01
2025-01-10,Building Design Software,Construction Services,North America,United States,Phoenix,272242,287906,Direct Sales,2025-Q1,2025-01
2025-01-10,Property Valuation Service,Investment Properties,Asia Pacific,Singapore,Northeast,309853,219316,Direct Sales,2025-Q1,2025-01
2025-01-10,Tenant Screening Service,Facility Management,North America,United States,Los Angeles,261824,186068,Partner,2025-Q1,2025-01
2025-01-10,Construction Equipment Rental,Property Management,Europe,France,Toulouse,185162,214847,Online,2025-Q1,2025-01
2025-01-10,Construction Project Management,Property Management,Europe,Germany,Frankfurt,85416,76243,Mobile App,2025-Q1,2025-01
2025-01-10,Property Management Software,Investment Properties,Asia Pacific,Australia,Perth,142681,157628,Partner,2025-Q1,2025-01
2025-01-11,Lease Management System,Investment Properties,Europe,Germany,Stuttgart,123359,117032,Direct Sales,2025-Q1,2025-01
2025-01-11,Commercial Property Investment,Property Management,North America,United States,Los Angeles,166999,128293,Direct Sales,2025-Q1,2025-01
2025-01-11,Commercial Property Investment,Investment Properties,North America,Canada,Mississauga,227816,291442,Retail,2025-Q1,2025-01
2025-01-11,Tenant Screening Service,Facility Management,Asia Pacific,Australia,Adelaide,244559,182074,Online,2025-Q1,2025-01
2025-01-11,Smart Building System,Facility Management,Europe,France,Nice,158287,158812,Partner,2025-Q1,2025-01
2025-01-11,Real Estate CRM Platform,Real Estate Technology,Asia Pacific,Australia,Perth,163512,194360,Wholesale,2025-Q1,2025-01
2025-01-11,Facility Maintenance Service,Facility Management,Europe,France,Nantes,236105,269153,Direct Sales,2025-Q1,2025-01
2025-01-11,Property Valuation Service,Property Management,Europe,France,Montpellier,160164,199203,Retail,2025-Q1,2025-01
2025-01-11,Tenant Screening Service,Property Management,North America,Canada,Montreal,245820,185161,Wholesale,2025-Q1,2025-01
2025-01-11,Virtual Property Tours,Construction Services,North America,Mexico,León,226378,305797,Online,2025-Q1,2025-01
2025-01-11,Smart Building System,Property Management,Europe,France,Marseille,146768,126784,Mobile App,2025-Q1,2025-01
2025-01-11,Real Estate CRM Platform,Investment Properties,North America,Canada,Hamilton,190016,143319,Mobile App,2025-Q1,2025-01
2025-01-11,Property Management Software,Property Management,Europe,Germany,Munich,169376,139804,Direct Sales,2025-Q1,2025-01
2025-01-11,Smart Building System,Real Estate Technology,Europe,United Kingdom,Edinburgh,288536,330565,Retail,2025-Q1,2025-01
2025-01-11,Energy Management Solution,Property Management,Asia Pacific,Australia,Melbourne,113498,144690,Wholesale,2025-Q1,2025-01
2025-01-11,Commercial Property Investment,Facility Management,Asia Pacific,Singapore,Central,197308,253972,Online,2025-Q1,2025-01
2025-01-11,Tenant Screening Service,Property Management,Asia Pacific,Japan,Kawasaki,146891,156527,Wholesale,2025-Q1,2025-01
2025-01-11,Facility Maintenance Service,Facility Management,Asia Pacific,Australia,Sydney,201196,227431,Direct Sales,2025-Q1,2025-01
2025-01-11,Lease Management System,Investment Properties,Europe,Germany,Cologne,190341,170274,Mobile App,2025-Q1,2025-01
2025-01-11,Property Management Software,Real Estate Technology,North America,Canada,Ottawa,227640,314726,Partner,2025-Q1,2025-01
2025-01-11,Property Listing Platform,Real Estate Technology,Europe,United Kingdom,Edinburgh,178131,149920,Wholesale,2025-Q1,2025-01
2025-01-11,Property Valuation Service,Construction Services,Asia Pacific,Australia,Gold Coast,112354,134661,Mobile App,2025-Q1,2025-01
2025-01-11,Building Design Software,Investment Properties,Europe,United Kingdom,Glasgow,117416,138892,Direct Sales,2025-Q1,2025-01
2025-01-11,Construction Equipment Rental,Investment Properties,Asia Pacific,Singapore,Northeast,166548,187356,Online,2025-Q1,2025-01
2025-01-12,Property Valuation Service,Property Management,Europe,Germany,Frankfurt,134814,168733,Partner,2025-Q1,2025-01
2025-01-12,Lease Management System,Real Estate Technology,Asia Pacific,Australia,Canberra,126222,169487,Retail,2025-Q1,2025-01
2025-01-12,Virtual Property Tours,Property Management,Asia Pacific,Singapore,Northeast,60705,69452,Wholesale,2025-Q1,2025-01
2025-01-12,Building Design Software,Real Estate Technology,Europe,Germany,Cologne,254237,205558,Retail,2025-Q1,2025-01
2025-01-12,Real Estate Analytics Tool,Investment Properties,North America,Mexico,Chihuahua,275552,196132,Direct Sales,2025-Q1,2025-01
2025-01-12,Smart Building System,Real Estate Technology,Europe,Germany,Düsseldorf,175983,195666,Partner,2025-Q1,2025-01
2025-01-12,Real Estate CRM Platform,Construction Services,Asia Pacific,Australia,Perth,73023,92488,Retail,2025-Q1,2025-01
2025-01-12,Construction Project Management,Real Estate Technology,North America,Mexico,Nezahualcóyotl,128620,99141,Retail,2025-Q1,2025-01
2025-01-12,Energy Management Solution,Construction Services,Asia Pacific,Australia,Perth,50674,44575,Mobile App,2025-Q1,2025-01
2025-01-12,Construction Equipment Rental,Facility Management,North America,United States,San Diego,168549,141457,Partner,2025-Q1,2025-01
2025-01-12,Smart Building System,Investment Properties,Europe,France,Bordeaux,276758,204658,Retail,2025-Q1,2025-01
2025-01-12,Property Valuation Service,Real Estate Technology,Asia Pacific,Singapore,West,178048,208096,Direct Sales,2025-Q1,2025-01
2025-01-12,Property Listing Platform,Construction Services,North America,United States,San Jose,126778,165492,Retail,2025-Q1,2025-01
2025-01-12,Property Valuation Service,Construction Services,Europe,France,Bordeaux,130863,120442,Direct Sales,2025-Q1,2025-01
2025-01-12,Construction Project Management,Facility Management,North America,Mexico,Monterrey,276120,249030,Online,2025-Q1,2025-01
2025-01-12,Energy Management Solution,Investment Properties,Asia Pacific,Australia,Adelaide,130183,97500,Retail,2025-Q1,2025-01
2025-01-12,Lease Management System,Facility Management,Asia Pacific,Japan,Saitama,335220,310630,Direct Sales,2025-Q1,2025-01
2025-01-12,Virtual Property Tours,Real Estate Technology,North America,Canada,Vancouver,107027,140500,Partner,2025-Q1,2025-01
2025-01-12,Property Valuation Service,Property Management,Asia Pacific,Japan,Nagoya,150154,152827,Mobile App,2025-Q1,2025-01
2025-01-12,Construction Project Management,Investment Properties,Asia Pacific,Japan,Kyoto,151420,179094,Direct Sales,2025-Q1,2025-01
2025-01-13,Property Listing Platform,Real Estate Technology,Asia Pacific,Australia,Sunshine Coast,102073,106298,Mobile App,2025-Q1,2025-01
2025-01-13,Property Valuation Service,Investment Properties,Asia Pacific,Japan,Saitama,131437,111961,Retail,2025-Q1,2025-01
2025-01-13,Building Design Software,Real Estate Technology,North America,Canada,Mississauga,171325,204301,Online,2025-Q1,2025-01
2025-01-13,Smart Building System,Property Management,North America,Mexico,Zapopan,117727,113831,Mobile App,2025-Q1,2025-01
2025-01-13,Building Design Software,Real Estate Technology,Europe,France,Nice,94187,92494,Wholesale,2025-Q1,2025-01
2025-01-13,Real Estate CRM Platform,Facility Management,Europe,Germany,Düsseldorf,235636,292995,Retail,2025-Q1,2025-01
2025-01-13,Construction Equipment Rental,Real Estate Technology,Europe,United Kingdom,Liverpool,294842,219233,Retail,2025-Q1,2025-01
2025-01-13,Property Listing Platform,Facility Management,North America,United States,Philadelphia,97482,74130,Wholesale,2025-Q1,2025-01
2025-01-13,Construction Equipment Rental,Investment Properties,North America,Canada,Edmonton,133975,174168,Partner,2025-Q1,2025-01
2025-01-13,Real Estate CRM Platform,Facility Management,North America,Canada,Hamilton,245332,172519,Retail,2025-Q1,2025-01
2025-01-13,Smart Building System,Construction Services,North America,Canada,Edmonton,154638,209075,Mobile App,2025-Q1,2025-01
2025-01-13,Facility Maintenance Service,Construction Services,Europe,United Kingdom,Edinburgh,115432,146774,Partner,2025-Q1,2025-01
2025-01-14,Construction Equipment Rental,Property Management,Asia Pacific,Japan,Yokohama,103412,85243,Mobile App,2025-Q1,2025-01
2025-01-14,Property Listing Platform,Property Management,Europe,United Kingdom,Cardiff,60965,70351,Mobile App,2025-Q1,2025-01
2025-01-14,Building Design Software,Investment Properties,Europe,United Kingdom,London,111219,150154,Online,2025-Q1,2025-01
2025-01-14,Real Estate CRM Platform,Property Management,Asia Pacific,Australia,Perth,142472,188585,Mobile App,2025-Q1,2025-01
2025-01-14,Property Listing Platform,Facility Management,Asia Pacific,Japan,Kobe,91741,77478,Retail,2025-Q1,2025-01
2025-01-14,Real Estate CRM Platform,Property Management,Asia Pacific,Singapore,East,64279,48761,Online,2025-Q1,2025-01
2025-01-14,Tenant Screening Service,Property Management,Asia Pacific,Australia,Newcastle,143224,111443,Online,2025-Q1,2025-01
2025-01-14,Energy Management Solution,Investment Properties,Asia Pacific,Australia,Brisbane,92788,111336,Direct Sales,2025-Q1,2025-01
2025-01-14,Virtual Property Tours,Investment Properties,Europe,Germany,Dortmund,275586,292404,Online,2025-Q1,2025-01
2025-01-14,Real Estate CRM Platform,Real Estate Technology,Asia Pacific,Singapore,North,278857,362247,Direct Sales,2025-Q1,2025-01
2025-01-14,Commercial Property Investment,Real Estate Technology,North America,Mexico,Monterrey,153733,141861,Online,2025-Q1,2025-01
2025-01-14,Property Listing Platform,Facility Management,Europe,United Kingdom,Glasgow,198375,183389,Mobile App,2025-Q1,2025-01
2025-01-14,Smart Building System,Investment Properties,Asia Pacific,Australia,Perth,158045,199839,Retail,2025-Q1,2025-01
2025-01-14,Construction Equipment Rental,Investment Properties,Asia Pacific,Japan,Kyoto,179408,212990,Mobile App,2025-Q1,2025-01
2025-01-14,Real Estate Analytics Tool,Property Management,Asia Pacific,Singapore,North,229781,288929,Retail,2025-Q1,2025-01
2025-01-14,Real Estate CRM Platform,Facility Management,Asia Pacific,Japan,Saitama,85214,71271,Wholesale,2025-Q1,2025-01
2025-01-14,Virtual Property Tours,Property Management,Asia Pacific,Australia,Gold Coast,93452,92236,Wholesale,2025-Q1,2025-01
2025-01-14,Facility Maintenance Service,Construction Services,North America,Mexico,León,182601,239716,Direct Sales,2025-Q1,2025-01
2025-01-14,Virtual Property Tours,Construction Services,North America,United States,Dallas,101155,95028,Retail,2025-Q1,2025-01
2025-01-14,Property Management Software,Real Estate Technology,Asia Pacific,Australia,Perth,219863,207422,Retail,2025-Q1,2025-01
2025-01-14,Tenant Screening Service,Property Management,North America,United States,San Diego,165710,143343,Mobile App,2025-Q1,2025-01
2025-01-14,Real Estate CRM Platform,Real Estate Technology,Europe,United Kingdom,Edinburgh,230169,288982,Mobile App,2025-Q1,2025-01
2025-01-14,Construction Equipment Rental,Construction Services,Asia Pacific,Singapore,Central,76077,74542,Wholesale,2025-Q1,2025-01
2025-01-14,Property Listing Platform,Investment Properties,North America,Mexico,León,274363,229402,Online,2025-Q1,2025-01
2025-01-14,Property Listing Platform,Facility Management,Asia Pacific,Australia,Canberra,126314,92591,Mobile App,2025-Q1,2025-01
2025-01-14,Construction Project Management,Construction Services,Asia Pacific,Singapore,North,115020,89610,Mobile App,2025-Q1,2025-01
2025-01-14,Virtual Property Tours,Construction Services,North America,Canada,Mississauga,231759,311239,Retail,2025-Q1,2025-01
2025-01-15,Real Estate Analytics Tool,Facility Management,Asia Pacific,Japan,Sapporo,151426,198882,Wholesale,2025-Q1,2025-01
